area_swept_ha_der,date_yyyymmdd,depth_hi_prec_m,invertebrate_weight_kg,latitude_hi_prec_dd,longitude_hi_prec_dd,mean_seafloor_dep_position_type,midtow_position_type,nonspecific_organics_weight_kg,performance,program,project,sample_duration_hr_der,sampling_end_hhmmss,sampling_start_hhmmss,station_code,tow_end_timestamp,tow_start_timestamp,trawl_id,vertebrate_weight_kg,vessel,vessel_id,year,year_stn_invalid
1.472285193,20071011,446.2142,103.53,33.08770234,-118.6867145,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.266667,72203,70603,20030,2007-10-11T07:38:15Z,2007-10-11T06:48:55Z,2.00703E+11,38.43,Raven,18,2007,NA
1.435745752,20071011,233.8076,130.89,33.26330587,-118.2230075,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.28,105523,103835,19379,2007-10-11T11:03:08Z,2007-10-11T10:31:04Z,2.00703E+11,43.5,Raven,18,2007,NA
1.636058424,20071011,95.0953,20.1,33.31880376,-118.487555,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.281667,153238,151544,19151,2007-10-11T15:41:56Z,2007-10-11T15:07:37Z,2.00703E+11,40.26,Raven,18,2007,2012
1.586871417,20071012,184.3248,402.65,33.46591708,-118.6459463,Bottom Depth,Gear Track Midpoint,NA,Unsatisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.296944,72432,70643,18718,2007-10-12T07:34:24Z,2007-10-12T06:58:31Z,2.00703E+11,153.04,Raven,18,2007,NA
1.54841148,20071012,227.6265,151.21,33.48324801,-118.6728786,Bottom Depth,Gear Track Midpoint,NA,Unsatisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.3,93540,91740,18717,2007-10-12T09:45:09Z,2007-10-12T09:07:23Z,2.00703E+11,18.38,Raven,18,2007,NA
1.407379819,20071012,438.3781,75.829,33.52684247,-118.6190234,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.255,122422,120904,18509,2007-10-12T12:40:14Z,2007-10-12T11:50:45Z,2.00703E+11,31.72,Raven,18,2007,NA
1.313219749,20071012,74.9449,5.39,33.59130303,-118.2384864,Bottom Depth,Gear Start Haulback,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.276667,153314,151638,18313,2007-10-12T15:39:34Z,2007-10-12T15:14:16Z,2.00703E+11,54.24,Raven,18,2007,NA
1.400744739,20071013,418.3876,180.95,33.51784167,-118.0577542,Bottom Depth,Vessel Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.266667,73515,71915,18423,2007-10-13T07:50:50Z,2007-10-13T07:07:04Z,2.00703E+11,29.09,Raven,18,2007,NA
1.369811657,20071013,91.9767,5.39,33.24403324,-117.5223635,Bottom Depth,Gear Start Haulback,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.266667,120245,114645,19292,2007-10-13T12:09:18Z,2007-10-13T11:39:04Z,2.00703E+11,328.07,Raven,18,2007,NA
1.976799155,20080823,1116.7365,33.34,45.32366062,-124.9419572,Bottom Depth,Gear Start Haulback,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.331667,73938,71944,8348,2008-08-23T08:15:30Z,2008-08-23T06:35:24Z,2.00803E+11,176.248,Excalibur,8,2008,NA
2.224489818,20080823,803.6408,18.49,45.19848844,-124.864903,Bottom Depth,Gear Start Haulback,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.313333,104155,102307,8453,2008-08-23T11:08:17Z,2008-08-23T09:59:49Z,2.00803E+11,106.81,Excalibur,8,2008,NA
1.403589205,20080823,370.5639,130.7,45.12704704,-124.4739944,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.295,154847,153105,8534,2008-08-23T16:03:55Z,2008-08-23T15:18:09Z,2.00803E+11,248.01,Excalibur,8,2008,NA
1.529042421,20080906,61.2905,30.23,44.53213833,-124.2033625,Bottom Depth,Vessel Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.276667,110015,104339,9144,2008-09-06T11:06:59Z,2008-09-06T10:38:18Z,2.00803E+11,124.48,Excalibur,8,2008,NA
1.331082724,20080824,205.3628,46.86,45.2491881,-124.3174318,Bottom Depth,Gear Start Haulback,15.46,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.221667,70256,64938,8400,2008-08-24T07:12:55Z,2008-08-24T06:38:52Z,2.00803E+11,138.4,Excalibur,8,2008,NA
1.334393369,20080824,116.9401,38.1,45.21996452,-124.1486097,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.248333,93540,92046,8439,2008-08-24T09:44:08Z,2008-08-24T09:16:48Z,2.00803E+11,78.61,Excalibur,8,2008,NA
NA,20050719,166.4208,NA,33.69878333,-120.04765,Gross Operation Depth,Vessel Start Haulback,NA,Unsatisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,NA,NA,NA,18253,2005-07-19T14:14:09Z,2005-07-19T13:17:36Z,2.00503E+11,NA,Noahs Ark,17,2005,NA
1.491149621,20080824,84.8442,53.56,45.35521656,-124.0813726,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.266667,112330,110730,8302,2008-08-24T11:32:00Z,2008-08-24T11:02:08Z,2.00803E+11,88.66,Excalibur,8,2008,NA
1.563274232,20080824,474.0105,10.32,45.46413252,-124.6011251,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.26,154446,152910,8183,2008-08-24T16:04:17Z,2008-08-24T15:14:35Z,2.00803E+11,183.3,Excalibur,8,2008,NA
1.950879112,20080824,439.0935,17.546,45.56725708,-124.5722079,Bottom Depth,Vessel Track Midpoint,14.825,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.301667,175707,173901,8081,2008-08-24T18:11:48Z,2008-08-24T17:25:09Z,2.00803E+11,266.31,Excalibur,8,2008,NA
1.538414291,20080825,138.8583,12.37,46.068058,-124.4552776,Bottom Depth,Gear Start Haulback,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.266667,65453,63853,7542,2008-08-25T07:05:37Z,2008-08-25T06:29:06Z,2.00803E+11,283.37,Excalibur,8,2008,NA
1.675814956,20080825,133.6812,7.49,46.35698821,-124.4717496,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.256667,100459,94935,7213,2008-08-25T10:15:53Z,2008-08-25T09:41:31Z,2.00803E+11,324.76,Excalibur,8,2008,NA
1.928447422,20080825,756.8703,47.59,46.54943044,-124.763099,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.305,134518,132700,7026,2008-08-25T14:08:40Z,2008-08-25T13:06:47Z,2.00803E+11,136.82,Excalibur,8,2008,NA
1.71048962,20080825,934.193,10.23,46.57851975,-124.7146233,Bottom Depth,Gear Start Haulback,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.291667,161235,155505,6995,2008-08-25T16:42:54Z,2008-08-25T15:31:16Z,2.00803E+11,325.39,Excalibur,8,2008,NA
1.609853579,20080825,102.4799,15.5,46.62815238,-124.4384526,Bottom Depth,Gear Start Haulback,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.266667,182807,181207,6972,2008-08-25T18:35:44Z,2008-08-25T18:05:49Z,2.00803E+11,198.19,Excalibur,8,2008,NA
1.616422249,20080826,123.6546,15.27,46.72683041,-124.5669145,Bottom Depth,Gear Start Haulback,2.6,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.275,72730,71100,6872,2008-08-26T07:34:34Z,2008-08-26T07:03:41Z,2.00803E+11,197.95,Excalibur,8,2008,NA
1.438784877,20080826,141.0777,20.42,46.86210524,-124.7156595,Bottom Depth,Gear Start Haulback,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.263333,93602,92014,6744,2008-08-26T09:45:25Z,2008-08-26T09:11:32Z,2.00803E+11,447.83,Excalibur,8,2008,NA
1.506919785,20080826,129.6337,4.55,47.14054516,-124.7812953,Bottom Depth,Gear Start Haulback,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.273333,135955,134331,6459,2008-08-26T14:04:35Z,2008-08-26T13:36:52Z,2.00803E+11,133.62,Excalibur,8,2008,NA
1.302984096,20080826,85.5518,41.27,47.32383517,-124.6169282,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.268333,161041,155435,6192,2008-08-26T16:17:03Z,2008-08-26T15:49:16Z,2.00803E+11,380.11,Excalibur,8,2008,NA
1.576919916,20080826,106.9736,12.48,47.36377677,-124.6835814,Bottom Depth,Gear Track Midpoint,1.36,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.268333,174855,173249,6142,2008-08-26T17:55:16Z,2008-08-26T17:26:50Z,2.00803E+11,185.67,Excalibur,8,2008,NA
1.497133431,20080826,108.7156,13.94,47.41979586,-124.7097343,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.263333,191439,185851,6041,2008-08-26T19:21:50Z,2008-08-26T18:53:23Z,2.00803E+11,251.84,Excalibur,8,2008,NA
1.65250086,20080827,126.7792,2.98,47.89140714,-125.0331814,Bottom Depth,Gear Start Haulback,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.261667,65007,63425,5319,2008-08-27T06:58:27Z,2008-08-27T06:26:22Z,2.00803E+11,121.88,Excalibur,8,2008,NA
1.434345836,20080827,65.8175,151.91,47.93263487,-124.8246469,Bottom Depth,Gear Start Haulback,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.27,84054,82442,5276,2008-08-27T08:49:32Z,2008-08-27T08:19:45Z,2.00803E+11,180.91,Excalibur,8,2008,NA
1.474306737,20080827,90.4778,14.69,48.16276408,-124.9209276,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.266667,105641,104041,4920,2008-08-27T11:02:52Z,2008-08-27T10:36:06Z,2.00803E+11,182.68,Excalibur,8,2008,NA
1.700833038,20080827,185.3119,28.06,48.36019986,-125.1735306,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.26,134339,132803,4387,2008-08-27T13:53:21Z,2008-08-27T13:18:27Z,2.00803E+11,339.26,Excalibur,8,2008,NA
1.392514653,20080827,183.9662,27.18,48.36083125,-125.213463,Bottom Depth,Gear Track Midpoint,19.24,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.275,163748,162118,4386,2008-08-27T16:47:04Z,2008-08-27T16:16:09Z,2.00803E+11,275.12,Excalibur,8,2008,NA
2.374983501,20080828,871.1598,22.8,48.15377462,-125.9140697,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.348333,65933,63839,4893,2008-08-28T07:25:26Z,2008-08-28T06:16:46Z,2.00803E+11,138.69,Excalibur,8,2008,NA
1.574074092,20080828,243.5071,4.64,47.97542389,-125.5863986,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.261667,122034,120452,5207,2008-08-28T12:30:44Z,2008-08-28T11:56:25Z,2.00803E+11,340.09,Excalibur,8,2008,NA
1.824788344,20080828,483.4394,14.044,48.02912061,-125.3767503,Bottom Depth,Gear Track Midpoint,36.024,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.263333,152050,150502,5117,2008-08-28T15:38:38Z,2008-08-28T14:50:10Z,2.00803E+11,209.94,Excalibur,8,2008,NA
2.082837131,20080828,1088.3183,49.605,47.692155,-125.4715425,Bottom Depth,Vessel Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.341667,192603,190533,5666,2008-08-28T20:02:40Z,2008-08-28T18:34:54Z,2.00803E+11,157.096,Excalibur,8,2008,NA
1.556015468,20080829,168.2143,11.14,47.83155608,-125.0809336,Bottom Depth,Gear Track Midpoint,3.92,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.263333,71408,65820,5421,2008-08-29T07:23:02Z,2008-08-29T06:47:51Z,2.00803E+11,355.68,Excalibur,8,2008,NA
1.613312736,20080829,176.2826,10.12,47.62942857,-125.0028184,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.268333,102053,100447,5731,2008-08-29T10:29:29Z,2008-08-29T09:55:56Z,2.00803E+11,267.99,Excalibur,8,2008,NA
1.872501774,20080829,432.9569,37.19,47.5858951,-125.0986987,Bottom Depth,Gear Start Haulback,2.525,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.275,123203,121533,5779,2008-08-29T12:46:10Z,2008-08-29T11:55:25Z,2.00803E+11,264.38,Excalibur,8,2008,NA
1.705865066,20080829,339.9873,12.71,47.51052013,-125.002092,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.261667,162249,160707,5933,2008-08-29T16:38:59Z,2008-08-29T15:55:25Z,2.00803E+11,192.41,Excalibur,8,2008,NA
1.627957894,20080830,191.3767,13.14,47.29507925,-124.8439891,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.265,64712,63118,6233,2008-08-30T06:57:01Z,2008-08-30T06:24:49Z,2.00803E+11,1018.64,Excalibur,8,2008,NA
1.636096759,20080830,437.208,4.46,47.26348874,-124.9907463,Bottom Depth,Gear Track Midpoint,2,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.261667,103002,101420,6277,2008-08-30T10:41:20Z,2008-08-30T09:59:26Z,2.00803E+11,227.44,Excalibur,8,2008,NA
2.536263866,20080830,934.5398,12.97,46.73052647,-125.1524686,Bottom Depth,Gear Start Haulback,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.35,154005,151905,6856,2008-08-30T16:06:41Z,2008-08-30T14:59:39Z,2.00803E+11,79.55,Excalibur,8,2008,NA
2.231587662,20080831,1051.9653,19.84,46.55340224,-124.9541406,Bottom Depth,Gear Start Haulback,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.371667,65845,63627,7021,2008-08-31T07:30:00Z,2008-08-31T06:11:20Z,2.00803E+11,193.03,Excalibur,8,2008,NA
2.665899824,20080831,979.389,14.08,46.17248083,-124.910555,Bottom Depth,Vessel Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.391667,152640,150310,7418,2008-08-31T15:54:28Z,2008-08-31T14:30:59Z,2.00803E+11,183.81,Excalibur,8,2008,NA
1.795746797,20080831,1146.4009,6.37,46.12066635,-124.9935629,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.26,172903,171327,7452,2008-08-31T18:07:43Z,2008-08-31T16:31:44Z,2.00803E+11,102.76,Excalibur,8,2008,NA
1.527062877,20080901,149.675,31.64,44.96807141,-124.2646235,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.261667,70801,65219,8715,2008-09-01T07:16:27Z,2008-09-01T06:44:26Z,2.00803E+11,186.43,Excalibur,8,2008,NA
1.412549879,20080901,124.0071,21.15,44.80650397,-124.305696,Bottom Depth,Gear Start Haulback,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.261667,85529,83947,8888,2008-09-01T09:04:57Z,2008-09-01T08:32:22Z,2.00803E+11,301.25,Excalibur,8,2008,NA
1.424418277,20080905,77.9572,97.04,44.60016509,-124.2735867,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.263333,70301,64713,9080,2008-09-05T07:12:22Z,2008-09-05T06:41:09Z,2.00803E+11,62.02,Excalibur,8,2008,NA
1.626572381,20080905,368.6493,25.07,44.53818,-124.7305342,Bottom Depth,Vessel Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.266667,100708,95108,9129,2008-09-05T10:22:49Z,2008-09-05T09:37:28Z,2.00803E+11,336.81,Excalibur,8,2008,NA
1.56309605,20080905,267.7718,15.75,44.43768042,-124.7763033,Bottom Depth,Vessel Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.255,123539,122021,9221,2008-09-05T12:47:10Z,2008-09-05T12:08:24Z,2.00803E+11,452.09,Excalibur,8,2008,NA
1.410331016,20080905,225.9146,7.27,44.31360083,-124.8424017,Bottom Depth,Vessel Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.256667,150258,144734,9341,2008-09-05T15:13:48Z,2008-09-05T14:37:36Z,2.00803E+11,304.36,Excalibur,8,2008,NA
1.309241436,20080905,106.8817,14.49,44.23043286,-124.6231533,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.26,173021,171445,9407,2008-09-05T17:37:49Z,2008-09-05T17:08:24Z,2.00803E+11,149.05,Excalibur,8,2008,NA
1.525799888,20080905,111.4295,9.99,44.17601507,-124.5959376,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.271667,191457,185839,9468,2008-09-05T19:22:56Z,2008-09-05T18:54:19Z,2.00803E+11,142.24,Excalibur,8,2008,NA
1.374337067,20080906,80.1409,9.08,44.35150027,-124.3478559,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.265,74647,73053,9325,2008-09-06T07:56:16Z,2008-09-06T07:23:18Z,2.00803E+11,165.43,Excalibur,8,2008,NA
1.574594872,20080910,137.875,27.45,44.83332631,-124.3309474,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.255,71659,70141,8852,2008-09-10T07:27:29Z,2008-09-10T06:50:51Z,2.00803E+11,1315.6,Excalibur,8,2008,NA
1.914795233,20080910,437.2159,139.64,44.993655,-124.6792958,Bottom Depth,Vessel Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.271667,105651,104033,8668,2008-09-10T11:13:12Z,2008-09-10T10:25:39Z,2.00803E+11,220.01,Excalibur,8,2008,NA
1.580204651,20080910,329.7835,9.23,44.90023744,-124.7558553,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.255,125814,124256,8770,2008-09-10T13:12:44Z,2008-09-10T12:29:09Z,2.00803E+11,345.14,Excalibur,8,2008,NA
1.476919688,20080910,149.9284,1.5,44.57142878,-124.5827119,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.253333,191822,190310,9102,2008-09-10T19:30:08Z,2008-09-10T18:55:05Z,2.00803E+11,703.33,Excalibur,8,2008,NA
1.411069959,20080911,125.6554,21.69,44.02797435,-124.4387972,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.245,72005,70523,9595,2008-09-11T07:30:32Z,2008-09-11T06:56:23Z,2.00803E+11,340.43,Excalibur,8,2008,NA
1.54351888,20080911,157.3935,17.86,43.95223095,-124.701509,Bottom Depth,Gear Start Haulback,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.258333,100307,94737,9680,2008-09-11T10:13:37Z,2008-09-11T09:38:36Z,2.00803E+11,136.9,Excalibur,8,2008,NA
1.859263644,20080911,289.8801,16.05,43.8890919,-124.8576576,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.298333,124616,122822,9738,2008-09-11T13:02:02Z,2008-09-11T12:16:29Z,2.00803E+11,391.48,Excalibur,8,2008,NA
2.64650136,20080911,1176.3871,27.6,43.84198464,-125.0173957,Bottom Depth,Gear Start Haulback,0.74,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.418333,151618,145112,9795,2008-09-11T15:54:37Z,2008-09-11T14:24:19Z,2.00803E+11,330.26,Excalibur,8,2008,NA
2.431534007,20080911,918.33,17.1,43.72121717,-124.8949464,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.356667,180522,174358,9891,2008-09-11T18:37:23Z,2008-09-11T17:17:21Z,2.00803E+11,202.96,Excalibur,8,2008,NA
1.482626638,20080912,109.0412,34.46,43.80340267,-124.3298923,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.251667,71506,70000,9815,2008-09-12T07:25:06Z,2008-09-12T06:50:12Z,2.00803E+11,569.47,Excalibur,8,2008,NA
1.531903604,20080912,131.0394,23.35,43.75157767,-124.4663147,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.261667,94500,92918,9873,2008-09-12T09:54:21Z,2008-09-12T09:20:11Z,2.00803E+11,95.53,Excalibur,8,2008,NA
2.114352967,20080912,215.8655,17.04,43.61449925,-124.5738358,Bottom Depth,Gear Start Haulback,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.303333,120255,114443,9990,2008-09-12T12:15:12Z,2008-09-12T11:35:52Z,2.00803E+11,454.12,Excalibur,8,2008,NA
1.704535903,20080913,289.8827,50.46,42.86657043,-124.8085774,Bottom Depth,Gear Start Haulback,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.26,170515,164939,10501,2008-09-13T17:18:58Z,2008-09-13T16:38:05Z,2.00803E+11,500.18,Excalibur,8,2008,NA
1.784743565,20080913,343.2636,24.504,42.79142869,-124.8589316,Bottom Depth,Gear Start Haulback,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.265,183457,181903,10530,2008-09-13T18:50:01Z,2008-09-13T18:07:02Z,2.00803E+11,324.08,Excalibur,8,2008,NA
2.153390725,20080914,163.9926,23.01,42.77367793,-124.7016974,Bottom Depth,Gear Start Haulback,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.273333,82711,81047,10550,2008-09-14T08:35:04Z,2008-09-14T08:04:15Z,2.00803E+11,253.77,Excalibur,8,2008,NA
1.55186999,20080914,60.8724,119.63,43.057932,-124.4956173,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.283333,115806,114106,10403,2008-09-14T12:05:36Z,2008-09-14T11:36:02Z,2.00803E+11,257.98,Excalibur,8,2008,NA
2.745456585,20080918,1129.2112,90.92,42.64443826,-124.9677659,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.421667,74031,71513,10616,2008-09-18T08:14:46Z,2008-09-18T06:42:05Z,2.00803E+11,619.5,Excalibur,8,2008,NA
1.964263125,20080918,724.9925,38.542,42.63788792,-124.7872546,Bottom Depth,Vessel Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.303333,110208,104356,10621,2008-09-18T11:22:44Z,2008-09-18T10:22:11Z,2.00803E+11,259.65,Excalibur,8,2008,NA
1.385191555,20080918,74.7129,112.89,42.38294941,-124.5135291,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.258333,145958,144428,10747,2008-09-18T15:08:41Z,2008-09-18T14:36:22Z,2.00803E+11,71.66,Excalibur,8,2008,NA
1.366681651,20080918,66.4051,349.25,42.32955122,-124.4791077,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.28,171123,165435,10782,2008-09-18T17:18:18Z,2008-09-18T16:48:56Z,2.00803E+11,93.6,Excalibur,8,2008,NA
1.650050096,20080919,452.5937,138.429,42.22123813,-124.671556,Bottom Depth,Gear Start Haulback,17.922,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.265,72408,70814,10831,2008-09-19T07:40:12Z,2008-09-19T06:51:13Z,2.00803E+11,389.5,Excalibur,8,2008,NA
2.014405431,20080919,703.0634,25.86,42.123545,-124.8187039,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.291667,101004,95234,10890,2008-09-19T10:33:34Z,2008-09-19T09:34:22Z,2.00803E+11,205.87,Excalibur,8,2008,NA
1.700697405,20080919,411.556,61.327,41.86049967,-124.5483495,Bottom Depth,Gear Track Midpoint,51.861,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.255,135419,133901,11089,2008-09-19T14:10:32Z,2008-09-19T13:24:44Z,2.00803E+11,279,Excalibur,8,2008,NA
1.490336728,20080919,492.3194,50.775,41.72503625,-124.5438671,Bottom Depth,Vessel Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.256667,161041,155517,11190,2008-09-19T16:28:19Z,2008-09-19T15:38:50Z,2.00803E+11,588.34,Excalibur,8,2008,NA
1.51222427,20080919,327.3997,164.13,41.73423163,-124.4957035,Bottom Depth,Gear Track Midpoint,81.391,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.253333,183503,181951,11192,2008-09-19T18:49:49Z,2008-09-19T18:06:50Z,2.00803E+11,482.64,Excalibur,8,2008,NA
2.162187249,20080920,1147.3575,50.34,41.22602167,-124.8226996,Bottom Depth,Vessel Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.351667,71911,65805,11582,2008-09-20T07:55:40Z,2008-09-20T06:26:38Z,2.00803E+11,292.19,Excalibur,8,2008,NA
2.086293933,20080920,1184.1663,57.52,41.22981833,-124.8268342,Bottom Depth,Vessel Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.35,101228,95128,11609,2008-09-20T10:51:17Z,2008-09-20T09:19:56Z,2.00803E+11,330.95,Excalibur,8,2008,NA
2.392885687,20080920,1163.0766,140.72,41.24354,-124.7068397,Bottom Depth,Gear Track Midpoint,NA,Satisfactory,Bottom Trawl,Groundfish Slope and Shelf Combination Survey,0.351667,131814,125708,11586,2008-09-20T13:53:01Z,2008-09-20T12:27:54Z,2.00803E+11,319.14,Excalibur,8,2008,NA
